ENCUESTA MENSUAL MANUFACTURERA;;;;;;;;;;
Series de índices enlazados  de la producción nominal y real,  ventas nominal y real  y empleo (total y por área funcional),  total industria;;;;;;;;;;
Enero 2001  - noviembre 2021p;;;;;;;;;;
Base 2018=100;;;;;;;;;;
Fecha de publicación enero 14 de 2022;;;;;;;;;;
Fuente. DANE - EMMET;;;;;;;;;;
p: provisionales;;;;;;;;;;
a) agrupa los dominios 1030, 1082 y 1089 ;;;;;;;;;;
b) agrupa los dominios 1300 y 1400;;;;;;;;;;
c) No incluye la mezcla de combustibles;;;;;;;;;;
d) agrupa los dominios 2020, 2023 y 2100;;;;;;;;;;
e) agrupa los dominios 1050 y 1090;;;;;;;;;;
Nota: La diferencia entre el total y la suma de los dominios  se debe a aproximaciones decimales.;;;;;;;;;;
Nota: Se presentan cambios por actualización de información de parte de las fuentes informantes;;;;;;;;;;
;;;;;;;;;Personal según área funcional;
Dominios;AÑO;MES ;Clases industriales;"Producción 
nominal";"Producción 
real";"Ventas
nominal";"Ventas
reales";Empleo  Total;"Personal de 
Administración";"Personal de 
Producción"
T_IND;2001;1;Total Industria;31,9;61,2;32;60,8;105,1;108,1;103,8
T_IND;2001;2;Total Industria;33;62,2;32,7;61,9;109;109,7;108,6
T_IND;2001;3;Total Industria;36,7;68,3;35,5;66,1;109,1;109,6;108,8
T_IND;2001;4;Total Industria;34,1;62,9;34;62,6;109,8;110,3;109,6
T_IND;2001;5;Total Industria;38,4;70;37,3;68;110;110,3;109,8
T_IND;2001;6;Total Industria;35,9;66,8;35,9;67,6;109,5;110,4;109
T_IND;2001;7;Total Industria;36,5;67,2;36;66,4;109,2;109,7;108,8
T_IND;2001;8;Total Industria;37,2;68,8;36,7;67,7;109,7;110,5;109,2
T_IND;2001;9;Total Industria;38,2;70,2;36,9;68,1;110,1;110,1;110
T_IND;2001;10;Total Industria;39,5;73,9;38,4;71,7;110,2;110,5;110
T_IND;2001;11;Total Industria;38,6;72,8;40,4;76,2;110,6;110,3;110,6
T_IND;2001;12;Total Industria;35,6;67,9;38,4;72,3;107,1;109,5;106,1
T_IND;2002;1;Total Industria;33,5;62,1;33;60,8;100,4;104,9;98,5
T_IND;2002;2;Total Industria;33,9;62,5;33,2;61,5;104;106,2;102,9
T_IND;2002;3;Total Industria;34,1;61,5;33,3;60,1;104,1;106,2;103,1
T_IND;2002;4;Total Industria;38;68,1;38,3;68,5;104,2;106,2;103,3
T_IND;2002;5;Total Industria;39,6;70,2;38,8;68,8;104,2;105,8;103,3
T_IND;2002;6;Total Industria;36,5;65,5;36,6;66,4;103,5;105,2;102,7
T_IND;2002;7;Total Industria;38,8;68,2;39,3;69,1;103,7;104,9;103,1
T_IND;2002;8;Total Industria;39,3;68,6;39,4;68,5;105,2;105,9;104,8
T_IND;2002;9;Total Industria;40,6;69,5;40,6;69,8;105,6;105,5;105,6
T_IND;2002;10;Total Industria;43,7;74,8;42,4;72,5;106,4;106;106,5
T_IND;2002;11;Total Industria;41,2;71,2;43,9;75,7;106,5;105,4;107
T_IND;2002;12;Total Industria;40,4;69,8;44,2;75,3;104;105,5;103,3
T_IND;2003;1;Total Industria;39;63,3;39,1;62,9;99,3;100,7;98,8
T_IND;2003;2;Total Industria;39,4;63,2;39;62,7;102,2;102;102,3
T_IND;2003;3;Total Industria;43,3;67,9;42,6;66,6;103;102,5;103,1
T_IND;2003;4;Total Industria;40,7;64;41,5;65,3;102,7;102,5;102,7
T_IND;2003;5;Total Industria;44,5;70,1;43,5;68,3;103,4;104,2;103
T_IND;2003;6;Total Industria;40,3;64,4;39,9;64,8;102,9;103,7;102,4
T_IND;2003;7;Total Industria;45,3;71,2;45,5;71,8;101,8;102;101,7
T_IND;2003;8;Total Industria;42,8;67,2;42,7;67;104,1;102,9;104,6
T_IND;2003;9;Total Industria;46,6;73,4;45,9;72,6;105,3;103,1;106,3
T_IND;2003;10;Total Industria;47,8;75,9;47,5;75,1;106,4;104,1;107,3
T_IND;2003;11;Total Industria;47,4;74,5;48,5;76,4;107,2;105,1;108,1
T_IND;2003;12;Total Industria;45,4;72,3;49;77,3;104,8;104,7;104,8
T_IND;2004;1;Total Industria;41,6;63,5;41,7;62,8;98,7;98,8;98,8
T_IND;2004;2;Total Industria;44,1;66,6;43,8;66,6;101,7;100,4;102,3
T_IND;2004;3;Total Industria;49,3;73,7;48,4;72,4;102,8;101;103,6
T_IND;2004;4;Total Industria;44,6;66,7;45,3;67,5;103;100,8;103,9
T_IND;2004;5;Total Industria;49,5;72,5;47,9;70,1;104,2;101,2;105,5
T_IND;2004;6;Total Industria;48,7;72,1;48,5;73,1;103,8;101,2;105
T_IND;2004;7;Total Industria;50,4;74;49,7;73,5;103,8;101,2;105
T_IND;2004;8;Total Industria;49,3;73,6;49,1;73,4;104,9;100,7;106,7
T_IND;2004;9;Total Industria;51,6;76,2;49,4;73,7;105,7;101;107,8
T_IND;2004;10;Total Industria;53,8;78,8;53,3;78,1;106,6;102,1;108,6
T_IND;2004;11;Total Industria;54,1;80,3;55,2;82,2;107,2;102,6;109,3
T_IND;2004;12;Total Industria;51,6;78;55,3;83,2;104,6;101;106,3
T_IND;2005;1;Total Industria;45,8;66,9;45,6;66;99,6;97,6;100,7
T_IND;2005;2;Total Industria;48,4;69,9;48;69,6;103,1;99,4;104,8
T_IND;2005;3;Total Industria;51,9;73;50,9;71,9;102,8;99,3;104,4
T_IND;2005;4;Total Industria;53,3;75,6;53;75,3;104;100,7;105,4
T_IND;2005;5;Total Industria;53,7;75,7;52,1;73,7;104,2;101,5;105,3
T_IND;2005;6;Total Industria;52,2;75,4;53,3;78;103,7;101,2;104,8
T_IND;2005;7;Total Industria;51,9;73,9;50,3;72,7;103,9;101,3;105
T_IND;2005;8;Total Industria;55,2;79,1;53,8;77,4;105,4;102,2;106,8
T_IND;2005;9;Total Industria;55,9;80,1;54,8;79,5;105,7;101;107,8
T_IND;2005;10;Total Industria;55,4;80,4;54;78,4;106,7;101,8;108,9
T_IND;2005;11;Total Industria;55,6;81,4;57,4;84,5;107,1;102;109,5
T_IND;2005;12;Total Industria;53,4;78,7;57,9;85,2;105,2;101,4;107
T_IND;2006;1;Total Industria;49,6;70,6;48,8;69,2;99,4;96,8;100,7
T_IND;2006;2;Total Industria;51,3;73,6;52,1;74,8;103,2;98,3;105,5
T_IND;2006;3;Total Industria;58,1;81,5;57,5;80,7;104,2;99,5;106,3
T_IND;2006;4;Total Industria;53;73,4;53,4;74,2;104,6;98,9;107,1
T_IND;2006;5;Total Industria;61,8;83,8;61,1;82,9;105,4;99,7;107,9
T_IND;2006;6;Total Industria;60,3;82,5;62;85,6;106;100,3;108,6
T_IND;2006;7;Total Industria;61,9;83,5;63;84,4;106,7;99,7;109,9
T_IND;2006;8;Total Industria;64,7;88,5;65,3;88,6;108,6;100,8;112,2
T_IND;2006;9;Total Industria;66,9;91,5;66;90,8;110,2;101,5;114,2
T_IND;2006;10;Total Industria;67,8;93,4;65,6;90,1;111,1;102,6;115
T_IND;2006;11;Total Industria;67,2;93,8;68,5;95,8;111,7;103,2;115,6
T_IND;2006;12;Total Industria;63,3;87,6;67,8;93,5;109,1;102,4;112,2
T_IND;2007;1;Total Industria;59,6;79,9;58;78,2;103,8;98,6;106,3
T_IND;2007;2;Total Industria;61,3;83,5;61;83,3;107,5;100,3;110,9
T_IND;2007;3;Total Industria;68,4;91,9;67,2;90,7;108,2;101,3;111,3
T_IND;2007;4;Total Industria;61,5;82,5;60,6;81,9;108,7;101,7;111,8
T_IND;2007;5;Total Industria;68,5;92,6;66,3;90,7;109,8;102,2;113,2
T_IND;2007;6;Total Industria;66,4;91,3;64,9;91,2;109,4;101,8;112,8
T_IND;2007;7;Total Industria;65,9;91,2;64,6;89,9;109,7;101,8;113,3
T_IND;2007;8;Total Industria;68,5;94,9;67,4;93,6;111,4;102,1;115,6
T_IND;2007;9;Total Industria;70;96,3;67,8;94,6;112,5;103,2;116,7
T_IND;2007;10;Total Industria;72;100,9;69,7;98,5;113,7;104,4;118
T_IND;2007;11;Total Industria;72,2;100,8;75;104,6;114,6;104,8;119,1
T_IND;2007;12;Total Industria;69,2;95,2;73,9;101,2;111,4;104,7;114,5
T_IND;2008;1;Total Industria;64,8;85;63,2;83,4;106,3;99,9;109,4
T_IND;2008;2;Total Industria;69;90,1;66,8;88,8;109,3;101,7;112,8
T_IND;2008;3;Total Industria;65,4;84,7;61,8;80,7;108,8;102,7;111,6
T_IND;2008;4;Total Industria;69;91;67,6;89,7;109,6;102,1;112,9
T_IND;2008;5;Total Industria;69,7;89,1;67,2;86,6;109,2;101,5;112,7
T_IND;2008;6;Total Industria;66,4;86,2;64,7;85,4;108,4;101,6;111,5
T_IND;2008;7;Total Industria;71,7;91,7;70,5;90,5;108,1;101,4;111,1
T_IND;2008;8;Total Industria;66,6;86,1;65;84,2;108,3;101,5;111,4
T_IND;2008;9;Total Industria;73,5;93;73,7;94,1;109,4;101,8;112,9
T_IND;2008;10;Total Industria;73,6;93,3;72,3;91,6;109,4;102;112,8
T_IND;2008;11;Total Industria;67,9;87,3;69;89,5;110;102,8;113,3
T_IND;2008;12;Total Industria;66,7;87,2;70,8;92,3;105,9;101,8;107,8
T_IND;2009;1;Total Industria;61,1;77,8;59,6;75,6;100,7;97,2;102,4
T_IND;2009;2;Total Industria;63,4;79,7;63,8;80,5;102,2;98,7;103,9
T_IND;2009;3;Total Industria;67,4;83,9;65,9;82,2;102,2;98,9;103,7
T_IND;2009;4;Total Industria;62,8;78;62,6;78,3;102;99,1;103,3
T_IND;2009;5;Total Industria;68;84,3;65,2;81,6;101,8;98,8;103,1
T_IND;2009;6;Total Industria;63,3;81,3;63,9;82,5;101;98,7;102
T_IND;2009;7;Total Industria;67,6;86,2;65,9;84,4;101,2;98,6;102,3
T_IND;2009;8;Total Industria;64,6;83,3;62,7;81,1;102,1;98,7;103,6
T_IND;2009;9;Total Industria;68,3;88,8;65,6;86;103;99;104,7
T_IND;2009;10;Total Industria;69;90,5;67;88,5;103,6;100;105,2
T_IND;2009;11;Total Industria;66,9;88,6;66,9;89;103,6;99,8;105,2
T_IND;2009;12;Total Industria;68,4;88,5;72,7;93,8;100,7;98,8;101,7
T_IND;2010;1;Total Industria;60,8;77,1;59,7;76,2;95,6;94,3;96,3
T_IND;2010;2;Total Industria;65,2;81,6;63,1;80,3;99;95,6;100,5
T_IND;2010;3;Total Industria;70,9;88,8;69,4;87,6;99,5;96,4;100,9
T_IND;2010;4;Total Industria;67,6;83,2;67,7;82,9;100,6;97;102,2
T_IND;2010;5;Total Industria;72,5;88,8;68,7;84,3;101;97;102,8
T_IND;2010;6;Total Industria;70,4;87,2;69,3;87;101,1;97,4;102,8
T_IND;2010;7;Total Industria;69,6;86,9;67,1;83,9;100,7;96,4;102,7
T_IND;2010;8;Total Industria;70,3;87,7;68,1;85,2;101,3;96,4;103,6
T_IND;2010;9;Total Industria;74,1;92,4;71,4;90;101,8;96,3;104,3
T_IND;2010;10;Total Industria;73,5;93,8;71,4;90,6;103,1;97,4;105,7
T_IND;2010;11;Total Industria;73,8;93,3;75;95,3;103,3;97,5;105,9
T_IND;2010;12;Total Industria;76,3;92,8;80,8;97,8;100,9;97,1;102,7
T_IND;2011;1;Total Industria;70,4;83,4;68,7;80,2;97;93,6;98,7
T_IND;2011;2;Total Industria;72,4;84,6;69,9;82,5;100,6;94,9;103,2
T_IND;2011;3;Total Industria;82,5;95,1;80,5;93;101,1;95,6;103,6
T_IND;2011;4;Total Industria;73,2;85;73,7;85;101,1;96;103,3
T_IND;2011;5;Total Industria;81,7;93,9;78,3;89,4;101,7;96,4;104,1
T_IND;2011;6;Total Industria;75,8;89,4;75,4;89,8;101,7;96,3;104,1
T_IND;2011;7;Total Industria;77;91,1;74,7;88,4;102,3;96,2;105,1
T_IND;2011;8;Total Industria;81,4;95,7;79,7;93;103,2;97;106
T_IND;2011;9;Total Industria;81,3;96,7;80,8;95,9;103,6;96,6;106,8
T_IND;2011;10;Total Industria;82,1;97,4;78,8;93,2;104,6;98,2;107,5
T_IND;2011;11;Total Industria;82,7;98,8;84,4;100,2;105,1;99,1;107,9
T_IND;2011;12;Total Industria;82;94,3;87,2;101,4;102,3;98,4;104,1
T_IND;2012;1;Total Industria;74,3;84,2;75;82,6;98,5;94,8;100,2
T_IND;2012;2;Total Industria;76,1;87,9;74,5;86,3;102,2;96,9;104,6
T_IND;2012;3;Total Industria;81,6;94,2;81,3;93,2;102,5;97,5;104,7
T_IND;2012;4;Total Industria;71,9;82,6;73,6;83,5;102,3;97,8;104,3
T_IND;2012;5;Total Industria;83,4;94,3;79,8;89,9;102,6;98,1;104,5
T_IND;2012;6;Total Industria;79,4;92,1;78,8;92,3;102,5;98,4;104,3
T_IND;2012;7;Total Industria;81,3;93,1;78,3;89,9;103,1;97,6;105,6
T_IND;2012;8;Total Industria;80,8;93,6;81,4;92,9;104;98,4;106,6
T_IND;2012;9;Total Industria;82,5;95,2;79,6;91,8;104;98,5;106,4
T_IND;2012;10;Total Industria;83,4;98,4;80,4;94,2;104,8;99,7;107,1
T_IND;2012;11;Total Industria;80,8;94,5;83,7;99,2;104,5;99,6;106,7
T_IND;2012;12;Total Industria;77,6;91,5;84,7;98,9;101,9;99,3;103,1
T_IND;2013;1;Total Industria;73,9;83,9;72,1;81;97,3;96,3;97,9
T_IND;2013;2;Total Industria;72,9;83,7;72,1;83,3;99,7;97,8;100,6
T_IND;2013;3;Total Industria;74,2;83,2;72,3;81,2;99,8;97,5;100,9
T_IND;2013;4;Total Industria;78,6;90,3;77,9;89,3;100,4;98,4;101,3
T_IND;2013;5;Total Industria;81,9;92,4;79,9;90,5;100,7;98,7;101,6
T_IND;2013;6;Total Industria;75,8;87,4;76,1;89,2;100,2;98,4;101
T_IND;2013;7;Total Industria;82,6;94,1;80,7;91,4;100,3;98;101,3
T_IND;2013;8;Total Industria;78,8;90,9;75,6;87,2;101,3;98,6;102,5
T_IND;2013;9;Total Industria;80,6;94,1;79,1;93,3;102;98,9;103,4
T_IND;2013;10;Total Industria;83,1;99,2;80,6;95,5;102,4;100,3;103,3
T_IND;2013;11;Total Industria;79,7;94,6;82,8;98,4;102,4;100,7;103,2
T_IND;2013;12;Total Industria;79,3;93,3;87,5;102;99,9;99,8;100
T_IND;2014;1;Total Industria;74,4;84,7;72;82;95,8;96,9;95,4
T_IND;2014;2;Total Industria;77,3;87,2;75,8;85,6;98,4;98,1;98,6
T_IND;2014;3;Total Industria;81,4;91,2;79,2;88,8;99,2;98,8;99,3
T_IND;2014;4;Total Industria;78,5;88,3;77,6;87,1;99,9;99,1;100,2
T_IND;2014;5;Total Industria;82,6;94;80,1;91;100,2;99,1;100,6
T_IND;2014;6;Total Industria;76,3;87,2;76,3;87,3;100;99,1;100,4
T_IND;2014;7;Total Industria;83,7;95,8;81;92,6;100,8;99,7;101,2
T_IND;2014;8;Total Industria;79,7;91,2;78;89,1;101,4;100,1;101,9
T_IND;2014;9;Total Industria;84;95,9;83,3;95,1;102,1;100,9;102,6
T_IND;2014;10;Total Industria;86,4;99,4;84,2;96,7;102,6;101,4;103,1
T_IND;2014;11;Total Industria;81,7;93,5;84,3;96,5;102,5;101,1;103
T_IND;2014;12;Total Industria;84,4;95,4;91,1;102,8;100,6;100,7;100,6
T_IND;2015;1;Total Industria;73,8;82,8;72;80,9;97,1;98,2;96,7
T_IND;2015;2;Total Industria;78;87,4;75,5;84,7;99,8;100;99,7
T_IND;2015;3;Total Industria;84;92,4;81,2;89,4;100,7;100,2;100,9
T_IND;2015;4;Total Industria;78,8;87,1;77,2;85,4;101,5;100,7;101,8
T_IND;2015;5;Total Industria;82,7;92,7;80,3;89,8;101,5;100;102
T_IND;2015;6;Total Industria;82,6;91,6;82;90,9;101,2;100;101,7
T_IND;2015;7;Total Industria;88,5;97,1;86,8;95,2;101,9;100,4;102,5
T_IND;2015;8;Total Industria;87,4;94,4;86,4;93,4;102,1;100,1;102,8
T_IND;2015;9;Total Industria;91,8;98,9;89,6;96,6;102,4;100,2;103,3
T_IND;2015;10;Total Industria;93,5;101,9;90,6;98,5;103;101,1;103,7
T_IND;2015;11;Total Industria;91,7;100,2;92,7;100,8;103,3;101,4;104,1
T_IND;2015;12;Total Industria;92,4;99,7;99,5;107,5;101,9;101,4;102,2
T_IND;2016;1;Total Industria;83,1;89,3;79,8;85,3;99,1;100;98,8
T_IND;2016;2;Total Industria;88,4;93;86,4;91,7;101,6;100,6;102,1
T_IND;2016;3;Total Industria;87,5;93;86,5;91,7;101,8;100,7;102,3
T_IND;2016;4;Total Industria;89,1;95,1;87,4;93,4;102,6;100,9;103,3
T_IND;2016;5;Total Industria;90,5;97,5;89,4;96,1;102,2;101;102,7
T_IND;2016;6;Total Industria;91,3;97,6;90,5;96,8;102,1;100,9;102,5
T_IND;2016;7;Total Industria;85,6;91,2;84,8;90,8;102,1;101;102,6
T_IND;2016;8;Total Industria;98,4;104,1;97,4;103,1;102,6;101,7;103
T_IND;2016;9;Total Industria;97,1;103,5;94,7;101,2;103,4;101,9;104
T_IND;2016;10;Total Industria;96;102,4;92,8;99,2;103,7;102,3;104,2
T_IND;2016;11;Total Industria;97,3;102,3;98,8;104;103,9;102,8;104,3
T_IND;2016;12;Total Industria;97,7;102,7;106,5;111,5;102,1;101,8;102,2
T_IND;2017;1;Total Industria;86,9;89,9;84,1;87,2;99,4;100,5;99
T_IND;2017;2;Total Industria;87,6;90,6;84,5;87,4;101,4;100,7;101,7
T_IND;2017;3;Total Industria;94,9;97,8;92,3;95,4;101,8;100,8;102,2
T_IND;2017;4;Total Industria;84,7;88,2;85,1;88,4;101,7;100,9;102
T_IND;2017;5;Total Industria;92,2;97,3;89,6;94,5;101,6;100,6;102
T_IND;2017;6;Total Industria;91,4;96,4;92,8;97,9;101,3;100,5;101,6
T_IND;2017;7;Total Industria;93;97,4;91,5;96,1;101,2;100,3;101,6
T_IND;2017;8;Total Industria;97,4;101,3;96,3;100,1;101,6;100,4;102,1
T_IND;2017;9;Total Industria;97,5;101,2;95,3;99,1;102,2;100,4;102,9
T_IND;2017;10;Total Industria;98,1;102,2;95,5;99,3;102,2;101;102,7
T_IND;2017;11;Total Industria;99,4;102,2;101,3;104,4;102,4;101,2;102,8
T_IND;2017;12;Total Industria;99,2;101,5;108,5;110,9;100,7;101,3;100,5
T_IND;2018;1;Total Industria;88,9;90;87,4;88,5;97,6;99,6;96,9
T_IND;2018;2;Total Industria;91,2;91,9;89,6;90,3;99,5;100,1;99,3
T_IND;2018;3;Total Industria;95,7;96,6;95,2;96,1;99,6;99,8;99,6
T_IND;2018;4;Total Industria;96,7;97,7;94,9;95,9;99,9;99,9;99,9
T_IND;2018;5;Total Industria;100,1;100,2;98,3;98,3;100,1;99,6;100,4
T_IND;2018;6;Total Industria;97,9;97,8;97,7;97,6;99,9;99,4;100,1
T_IND;2018;7;Total Industria;100,5;100,8;98,9;99,2;100,1;99,7;100,3
T_IND;2018;8;Total Industria;105,5;105,5;104,7;104,7;100,5;99,9;100,7
T_IND;2018;9;Total Industria;104,5;104,1;102,5;102,1;100,6;100,2;100,8
T_IND;2018;10;Total Industria;108,9;107,7;107,3;106,2;101,1;100,3;101,4
T_IND;2018;11;Total Industria;108,3;107;110,8;109,4;101;100,7;101,2
T_IND;2018;12;Total Industria;101,7;100,7;112,7;111,6;99,8;100,8;99,5
T_IND;2019;1;Total Industria;94;92,6;92,4;91;97,6;99,1;96,9
T_IND;2019;2;Total Industria;96,3;94,6;95;93,3;99,5;99,6;99,4
T_IND;2019;3;Total Industria;101,5;99,5;99,6;97,7;99,8;99,5;100
T_IND;2019;4;Total Industria;98,7;96,3;100,1;97,6;99,6;99,2;99,7
T_IND;2019;5;Total Industria;107,2;103,7;106,5;103;99,8;99,3;100
T_IND;2019;6;Total Industria;100;96,9;101,3;98,2;99,5;99,2;99,7
T_IND;2019;7;Total Industria;108,6;104,6;108,1;104,2;99,8;99,5;99,8
T_IND;2019;8;Total Industria;110,8;105,9;109,6;104,8;99,8;99,4;100
T_IND;2019;9;Total Industria;109,8;104,6;108,5;103,4;100;99,2;100,2
T_IND;2019;10;Total Industria;115,6;110,1;114,7;109,2;100,5;99,7;100,8
T_IND;2019;11;Total Industria;109,3;104,8;112,8;108,1;100,6;100,1;100,8
T_IND;2019;12;Total Industria;108,9;104,1;118,3;113,3;99,1;99,9;98,8
T_IND;2020;1;Total Industria;100,8;95,8;99,7;94,8;97,1;97,5;96,9
T_IND;2020;2;Total Industria;102,47;95,36;100,23;94,12;99,08;98,22;99,61
T_IND;2020;3;Total Industria;108,65;101,33;108,1;100,13;99,52;98,19;100,46
T_IND;2020;4;Total Industria;103,72;99,87;105,08;99,98;99,55;98,19;100,47
T_IND;2020;5;Total Industria;110,99;105,22;109,95;104,33;99,79;98,1;100,62
T_IND;2020;6;Total Industria;106,92;100,22;108,72;101,04;99,63;97,99;100,32
T_IND;2020;7;Total Industria;111,03;105,95;111,81;105,44;99,91;98,17;100,49
T_IND;2020;8;Total Industria;113,84;108,63;113,07;108,04;100,23;98,28;100,84
T_IND;2020;9;Total Industria;115,53;107,27;114,89;106,11;100,64;98,33;101,3
T_IND;2020;10;Total Industria;117,73;111,97;117,11;111,41;101,11;98,81;101,68
T_IND;2020;11;Total Industria;115,31;108,55;120,21;112;101,31;99,15;101,73
T_IND;2020;12;Total Industria;115,26;105,52;125,91;116,16;99,91;98,98;99,62
T_IND;2021;1;Total Industria;104,67;97,28;104,49;96,22;97,65;96,95;96,98
T_IND;2021;2;Total Industria;107,68;97,84;107,87;96,69;99,68;97,6;99,68
T_IND;2021;3;Total Industria;113,68;103,35;114,16;102,23;100,08;97,57;100,34
T_IND;2021;4;Total Industria;109,35;101,16;112,05;102,1;100,22;97,57;100,48
T_IND;2021;5;Total Industria;115,98;107,35;116,74;107;100,52;97,48;100,67
T_IND;2021;6;Total Industria;112,67;101,59;115,32;103;100,38;97,37;100,37
T_IND;2021;7;Total Industria;115,85;108,12;116,86;108,18;100,7;97,55;100,56
T_IND;2021;8;Total Industria;119,42;110,22;120,13;110,06;101,03;97,66;100,95
T_IND;2021;9;Total Industria;121,13;108,88;121,77;108,28;101,36;97,71;101,41
T_IND;2021;10;Total Industria;123,27;113,9;123,64;113,94;101,87;98,19;101,78
T_IND;2021;11;Total Industria;121,83;109,69;127,7;113,86;101,99;98,53;101,79
